Address,URL,Employment Type,Compensation,Title,Description
Construction Estimator,full-time,https://newyork.craigslist.org/brx/egr/d/bronx-construction-estimator/6784804356.html,"
        
Seeking Administrative assistant with knowledge of Architectural drawings , to assist in project estimating and submittals , understanding of excel, auto cad , drafting a plus.  
Basic knowledge  in this field is a plus. Great opportunity to learn.    ",Bronx,TBD
Violation Expeditor,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-violation-expeditor/6781975693.html,"
        
The Bridge mission is to change lives, by offering help, hope and opportunity to the most vulnerable in our community. We offer a comprehensive range of evidence-based rehabilitative services, including mental health and substance abuse treatment, housing, vocational training and job placement, healthcare, education and creative art therapies. Bridge services are tailored to each individual we serve to support their recovery and independent living goals. Thousands of men and women have benefited from Bridge services, helping them lead more productive, independent and satisfying lives. To learn more about The Bridge, go to www.thebridgeny.org

The Bridge is currently seeking a Violation Expeditor for its Facility Department.

Responsibilities:

Using online software to track violations issued to our properties by government agencies such as DSNY (Department of Transportation) , HPD (Housing Preservation & Development), HUD (Housing and Urban Development), DOB (Department of Buildings) FDNY (Fire Department of New York) and manage issues in accordance with compliance timeframes
Contact/work with consultants or subcontractor, as needed, to obtain compliance paperwork
Visit Environmental Control Board Hearings to aid in dismissing DSNY (Department of Sanitation of New York) violations
Partner with Property Managers/Regional Property Managers to ensure violations received are addressed by the property
Manage and track hearing outcomes and violation payments
Compile periodic inspection logs of building systems
Visit NYC government agencies for the submission of required compliance paperwork
Special projects and reporting as needed
Process HPD Property Registrations for buildings
Make sure building and apartment work orders, violations, court orders are timely completed and signed off. Collaborate with Maintenance Coordinator as needed
Respond to tenant complaints
Conduct building and apartment inspections
Prepare for various inspections including Owner, Tax Credit Investor, Lender and REAC
Assist in legal procedures and going to court when necessary
Oversee and follow up with outside contractors
Work closely with the LIHTC compliance department to ensure timely handling of all unit turns
Requirements:

Must have a high school diploma but Bachelors Degree preferred.
Must be proficient in Microsoft Word, Excel and Outlook
Strong organization, communication and analytical skills required
Ability to thrive in a fast-paced, constantly changing environment
3 years experience in LIHTC Property Management, Certified Occupancy Specialist, knowledge of RealPage a plus, knowledge of SiteCompli a plus, Excel, Word, excellent interpersonal, written and communication skills,
Preferred Skills:

Experience with managing relationship with government agencies
At least 1 year of work experience with managing the violations process
At least 2 yrs experience working in an office environment    ",Harlem / Morningside,"Excellent Compensation Package including health insurance, paid time off, paid holidays, tuition assistant..."
DRAFTSPERSON,full-time,https://newyork.craigslist.org/brk/egr/d/brooklyn-draftsperson/6786581011.html,"
        
RAHMANN Contracting is seeking ""Draftspersons"" to work alongside its project managers to help prepare technical drawings.  Requirements: experience with CAD softwares, ability to work from rough sketches, propensity to attention to details, demonstrated interpersonal skills, and preparedness to work under strict deadlines.  Equal opportunity employer.    ",Brooklyn,commensurate with experience
ESTIMATOR / PROJECT MANAGER - DRYWALL & ACOUSTICAL,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-estimator-project-manager/6782253137.html,"
        
Ronsco is a full-service union carpentry contracting company seeking a  to join our Estimating team at our New York City office. ()







• Must be proficient in Microsoft Office - Word, Excel & Outlook
• Experience with On Center Software (On Screen Take-Off and Quick Bid) and/or Planswift
• Demonstrates high attention to detail 
• Ability to manage work load and deadlines





*Conveniently located two blocks from Penn Station for easy commuting.





We are an Equal Opportunity Employer with a highly motivated professional staff and take pride in striving to achieve employee growth and satisfaction through continuous training programs and job safety management.



    ",Midtown,based on experience with tremendous potential including equity
Junior Architect,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-junior-architect/6781448868.html,"
        
Growing midtown architectural firm is seeking architect with a minimum of 1 to 3 years of experience in Building Envelope Restoration.  Bachelor of Architecture degree, good communication and time management skills are a requirement.  

Responsibilities will include:
•	Developing and Preparing Construction Drawings on Auto CAD
•	Assisting in Preparing Technical Specifications and Reports
•	Assisting in Construction Administration

The ideal candidate would be:
•	Detail-oriented
•	Organized
•	Punctual
•	Able to take direction and work without supervision

Potential for advancement is available.   Must reside in the Tri-State area.    ",Midtown,TBD
JUNIOR ARCHITECT,full-time,https://newyork.craigslist.org/que/egr/d/junior-architect/6781806757.html,"
        
New York Architectural firm Seeking to fill positions for Full-time Junior Architect. Work directly under licensed professional.   

We seek motivated, bright, and responsible individuals with:
• Strong communications skills
• Working towards or possess a bachelor and/or master degree in Architecture
• Detail oriented and organized
• Ability to work independently
• Willing to learn
• Skilled in Collaboration and able to take Direction from the Team

Software Requirements: 
• AutoCAD a must
• Sketchup
• Microsoft Office
• Photoshop


Please send your resume, examples of your work and cover letter with salary requirements.    ",NEW YORK,Based on experience
Read Blueprints. Architectural structural..,part-time,https://newyork.craigslist.org/lgi/egr/d/nesconset-read-blueprints-architectural/6781904113.html,"
        
Looking for someone to teach college student how to read blueprints.
40-50$ per hour . A few days a week.
Architectural and structural drawings.
Need to learn how to understand all aspects of drawings.    ",Nesconset,40-50$ per hour.  Possibly more if qualified.
Drafting/Estimating Internship,part-time,https://newyork.craigslist.org/que/egr/d/long-island-city-drafting-estimating/6781968777.html,"
        
Our company is offering an internship for recent graduates/college students with Architectural, Construction Management or Engineering background and interested in real world experience in the Manufacturing Industry.

We are a top fabricator in the Northeast for custom metal facade and roofing components. Our Design & Estimating Department are looking for an individual who is interested in the business, design and developmental aspects of architecture. 

The internship program provides a unique opportunity to gain experience in:
-	Cost Estimation
-	Specs & CD
-	Marketing Strategy and PR
-	Fabrication
-	Installation and Field Relationship

We are looking for interns who are:
-	Self-motivated and able to receive/ use constructive criticism
-	Communicative; willing to ask questions, share their ideas 
-	Team Players willing to work with others
-	Punctual, reliable and responsible
-	Interested in architectural methods/materials in Roofing/Facade


Candidates must have knowledge of Microsoft Office, AutoCad, experience in Rhino is a plus! 
Interns must be present 20 hrs/week for 3 Months. Full time positions are available for best candidates.

This is not a paid internship however; a lunch and 75% travel stipend will be provided.

Please send a resume and work samples to Craigslist email listed.    ",Long Island City,Unpaid Internship
DRAFTSPERSON,full-time,https://newyork.craigslist.org/que/egr/d/astoria-draftsperson/6781874454.html,"
        
Well established Exterior Restoration & Waterproofing Company seeking full time draftsperson.  Applicant would be required to design sidewalk sheds, scaffolding, CD5's and basic waterproofing shop drawings.   
Compensation based on experience and knowledge
Applicant must meet the following criteria:

-	Excellent verbal and writing skills
-	Minimum 2 years AutoCAD experience (if you do not have specific experience in scaffolding designs we are willing to train, but must have general CAD and architectural sills & understanding)
-	Fast learner 
-	Perform duties per company standards
-	Prioritize all work by due dates
-	Excellent communication and written skills

Excellent growth potential within the company. We are looking for a long term committed candidate  

**This is for a full time position, we are not interested in freelance**
    ",ASTORIA QUEENS,COMPENSATION BASED ON EXPIERENCE
Sr. Project/PM MEP Engineers -MECH/ELEC/PL-FP,full-time,https://newyork.craigslist.org/mnh/egr/d/sr-project-pm-mep-engineers-mech-elec/6784968625.html,"
        
For over 50 years Ettinger Engineering Associates, a premier MEP/FP consulting engineering firm located in midtown Manhattan has been partnering with select developers, architects, institutions and municipal agencies to provide exceptional building design and application services. 

Currently we offer an excellent career opportunities for  Senior Level MEP Engineers with Project Management experience who will be responsible for project design with the ability to project manage including coordinating all trades for a diverse set of projects.

You will be expected to lead and provide intelligent building systems for a variety of project types in varying sizes and levels of complexity simultaneously.   Your responsibilities will also include creating plans, schematics, equipment selection, load calculations, response to shop drawings/submittals/RFIs, systems narratives and specifications etc.    

As a Project Manager, you will be expected to lead larger multi-discipline teams and resources and effectively manage project scopes, budget and scheduling/deadlines. 

General Qualifications include:
-A BS in Engineering and 5+ years of experience in building design
-EIT certificate and/or PE License preferred
-LEED GA or AP certification a plus
-PMI PMP Certification or similar preferred
-REVIT & CAD experience required
-Exceptional communication, writing and interpersonal skills
-Must be organized, energetic and accountable
-Must be able to work overtime to meet project deadlines
-Must have demonstrated familiarity with NYC and NYS building codes
-Proficiency in MSOFFICE & Google Drive tools
-Must be able to professionally represent the company to clients and agencies at meetings and through written correspondence.
-Must be able to demonstrate the ability to solve complex technical and project level problems

Compensation and Benefits:
We offer a competitive salary based on the candidate's experience and credentials
Medical, vision and dental insurance offered with substantial contributions by the firm
Disability insurance for the employee paid for by the Firm
401k plan with firm matching schedule.
PTO schedule increases with years of service
Paid holidays

EEA Culture
EEA is a mid-size firm with enough capability, experience and resource to take on the largest of development projects. At the same time, our company is organized in smaller studios which provide for numerous client and employee benefits. As an example of an outward benefit, our studio model ensures that repeat clients interact with consistent managerial and engineering staff that is familiar with client operational models, expectations, norms, etc. Inwardly, studios and the smaller project teams within them, allow our employees to form tight-knit and collegial professional relationships, allow for seamless work sharing and more.

Beyond a culture which rewards excellence, ""sets the bar high"", and strives to consistently and relentlessly exceed expectations, our internal culture is centered around five additional tenets:

Staff Appreciation - People Are Our Most Valuable Asset
Professional Development - Your Growth is Shared Growth
Flexibility
Environmental Consciousness
Diversity

Read more about us at: 

Send resume file labeled with your full name
Send minimum salary requirements

Candidates must be authorized to work in the USA

See our website at :
www.ettingerengineering.com

NO CALLS
Equal Opportunity Employer 

    ",Midtown West,TOP DOLLAR SALARY
Architects - Full Time and Freelance,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-architects-full-time-and/6783531859.html,"
        
Architectural and Interiors firm in midtown NYC is seeking experienced and motivated Junior to Intermediate Architects for immediate in-house positions.
Candidates must possess a degree in Architecture and have a minimum of 3-5 years work experience to work directly with the principal on high-end custom home projects, as well as residential and commercial interiors projects. A stable employment history and strong background in residential architecture and/or residential or commercial interiors projects is desired.
The ideal candidate must have the ability and experience preparing NYC DOB filing set of construction drawings utilizing AutoCad and Revit Architecture and be able to adapt to deadlines and schedules. 
Individual must be:
-Detail-oriented and able to work efficiently on multiple projects.
-Highly proficient in AutoCAD (3D a plus), REVIT ARCHITECTURE, SketchUp and MS Office Suite
-Knowledgeable of NYC building codes and NYC DOB filing process a plus

Interested candidates should email a cover letter with portfolio, work samples of working drawings, resume, references and compensation requirements.    ",,Compensation Commensurate with Experience
CONSTRUCTION - PROJECT MANAGERS,full-time,https://newyork.craigslist.org/brk/egr/d/new-york-city-construction-project/6783689403.html,"
        
CONSTRUCTION - PROJECT MANAGERS  OFFICE - FIELD openings JOC,  IDIQ  WORK ORDERS

Design/Build & General Contractor with over 25 yrs experience. Must be able to start and finish projects 50K to 5M. Must be proficient in MS Office suite & ACAD

Compensation package includes EMPLOYER PAID AETNA medical benefits and PROFIT SHARING. 

Please email RESUME, SALARY HISTORY, THREE REFERENCES    ",New York,BASED ON EXPERIENCE
AUTOCAD DRAFTER,full-time,https://newyork.craigslist.org/brk/egr/d/brooklyn-autocad-drafter/6771676156.html,"
        
Premier design and fabrication studio powered by creativity, technology and big ideas seeking full time autocad drafter.

Requirements:

Preparing drawings based on specifications and project estimate; recommending appropriate materials to be used; archiving completed projects
Identify technical problems, provide practical solutions and cost reduction ideas appropriate to the size and complexity of projects.
Knowledgeable in material composition and construction methods that are applicable to the fabrication industry including exhibit fabrication, trade show fabrication, architectural millwork, high-end cabinetry or interior build out.
Fluency in VectorWorks and/or AutoCAD.
Ability to value engineer, perform self-directed product research and propose different methods of construction methods while meeting design intent and budget/time restrictions.
* 3D Studio and Adobe Suite are a plus.

Autocad Drafter Required Professional Skills:

A two-year degree in engineering or a related field with a minimum of two years of technical drawing experience, preferably in a manufacturing environment.
Ability to organize multiple projects simultaneously
Critical thinking and problem-solving ability
Prioritizes and organizes own work to meet agreed upon deadlines
Must be able to communicate effectively both orally and in writing with team members and outside professionals while proactively communicating with the Project Manager to obtain needed information to continue progress on plans.
Possess good judgment and attention to detail
Flexible to work overtime and weekends as required.
Able to work in a fast-paced, ever-changing team-oriented environment.
Able to work in a seated office environment with extensive time on the computer and on the production floor as required with exposure to mild discomfort from factors such as dust, fumes, odors, loud noise, and varying temperatures.

Autocad Drafter Perks & Rewards for Full-Time Employees:

Benefits after 30 days
Five Paid Sick Days Per Year (after 60 days)
401k after 1000 hours worked & 1 year on payroll
Commuter Benefits    ",BROOKLYN,Pending Experience Level
Project Supervisor -- $40-50k,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-project-supervisor-40-50k/6771635422.html,"
        
*** Candidates holding a 4-year degree in Architecture, Engineering, Construction Management or related will be reviewed/considered for the position.***


We are a Building Code Consulting and Expediting firm in Manhattan and are currently seeking a full-time Project Supervisor to join our team of Project Managers. 

Project Supervisors are responsible for:
- Filing construction applications with DOB and LPC
- An understanding of the building code coupled with the processes of the Department of Buildings, Landmark Preservation Commission, and other city agencies 
- Review of filing drawings
- Prepare and assemble Alt 2 and Alt 3 applications for filing with various city agencies: DOB, LPC, DOT, etc.
- Process post-approval amendments
- Maintain client relations, answer questions and provide project status
- Maintain tracking for status of applications 
- Complete applications to gain approval
- Prepare and file reconsiderations
- Basic knowledge of construction means and methods and building codes

Qualifications:
- Must have a 4-year degree in Architecture, Engineering, Construction Management or related will be reviewed/considered for the position.***
- Minimum of one (1) year of relevant experience in this industry
- Strong interpersonal, communicative, and writing skills
- Interested in networking and developing in New York's architecture scene

We're seeking someone with the desire and drive to become a long-term, indispensable member of our team. 

Compensation range is $40-50k, based on experience and education.

Hours are 8:00 AM to 5:00 PM, Monday through Friday. Our firm offers full medical and dental benefits, long-term disability, and paid vacation. Please submit your resume, cover letter, and salary requirements.
    ",TriBeCa,$40k-50k
Architects,full-time,https://newyork.craigslist.org/mnh/egr/d/architects/6771675184.html,"
        
Anthony Johnson Architect LLC is design-oriented firm with a portfolio of quality projects. We work in a collaborative and congenial atmosphere conducive to professional growth. Salaries are competitive and commensurate with each candidate's capabilities and experience.  

We seek motivated individuals with architectural degrees and 2 to 7 years experience to fill a variety of positions. Please visit our web site at www.ajohnsonarchitect.com
and send resumes to: anita@Ajohnsonarchitects.com
    ",Chelsea,Base on experience
CHANGE YOUR CAREER: EARN up to $100K+ CLOSING IN-HOME SALES,full-time,https://newyork.craigslist.org/que/egr/d/change-your-career-earn-up-to-100k/6772083976.html,"
        
Busy HVAC contracting company seeking self-organized, efficient and motivated individual to join our team of Sales Reps / Product Specialists. CHANGE YOUR CAREER: EARN up to $100K, or even more, CLOSING IN-HOME SALES

We are a growing company specializing in residential in-home sales of ductless high efficiency heating and cooling comfort systems. The ductless heating and cooling systems is a growing segment in HVAC industry, sales are on the rise. Learn about our company and these systems (product) at 

We offer:
- Compensated pre-employment training
- Commissions/Draw plus compensation for own car use, gas and own phone (company may provide a vehicle)
- Company computer, related equipment, EzPass
- Pre-qualified confirmed leads (no cold calling)
- Industry best product
- Stress-free friendly family-like environment
- Quarterly and annual performance bonus 
- No caps
- Growth opportunities into management positions

For more information and apply for position, please go to     ","Maspeth, NY","up to 100,000 or more"
APMs and Assistant Supers looking for growth?,full-time,https://newyork.craigslist.org/wch/egr/d/thornwood-apms-and-assistant-supers/6772206653.html,"
        
Growing Construction Management Co Needs New Talent
We are a growing General Construction Management Company, currently based out of Thornwood, NY. Our ACV is growing from $10M/year to $40M/year. We have several projects on the horizon, we are rebuilding our Project Management Engineering and Support team and need to expand our operations. Positions start in January.

Check out our website www.AAJedsonCompanyLLC.com
Please do not contact us through the website to be considered for these positions. Please email us through Craigslist so your resume goes right to our Hiring Manager.

We are accepting applications from positive and confident, solution-driven candidates able to work within a team and independently with minimal supervision. The positions will require you to be prepared to function in many different roles within a fast-paced challenging environment. Time management skills, the ability to work under pressure, and able to adhere to strict project deadlines are required. Candidates will need to effectively and respectfully communicate in writing and verbally. Must be professional, punctual, and honest at all times.
I.	Project Managers/Assistant Project Managers and Superintendents of Construction/Assistant Superintendents
-	Minimum two years of experience within the construction industry.
-	Assisting with preparing and documenting RFIs, Submittals, Bids, Proposals, Take-offs, Estimates, Subcontracts, Purchase Orders, Additional Work Orders, and Change Orders.
-	Experienced with PO Logs, Commitments, CO/AWO Logs, and Reconciliation of Subcontractors.
-	Understand and manage the relationships between internal colleagues, the clients' representatives, architectural and engineering teams, the subcontractors, vendors, suppliers, inspectors, and more.
-	Experienced with Microsoft Office tools, databases, architectural drawings on PDF and CAD, ProCore Project Management software, Quickbooks, and internet-based research. 
-	Maintain construction schedules, budgeting of contracts and purchases, and resource allocation.
-	Understand CSI Master Format and how to utilize it in the estimating, construction accounting, contracting, purchasing, and scheduling processes.
-	Per project profit and loss analysis. 
-	Assist in synchronizing daily reports, logistics coordination, and establish project management procedures.
-	Assist in all matters of expediting, permitting, licensing, and insurances.
-	Needs to demonstrate resourcefulness in setting priorities, proposing new ways of creating efficiencies, and leading investment in people and systems.

We are committed to provide an equal employment opportunity for all associates and job applicants regardless of race, religion, color, sex, sexual orientation, gender, gender identity, age, national origin, ancestry, citizenship, medical condition, marital status, protected veteran or disability status or any factor prohibited by law, and as such affirms in policy and practice to support and promote the concept of equal employment opportunity and affirmative action, in accordance with all applicable laws (federal, state, local).
    ","Thornwood, NY",$40k - $80k starting depending on experience. Higher rates for Greater Experience
Mechanical Field Engineers (Building Construction),full-time,https://newyork.craigslist.org/que/egr/d/astoria-mechanical-field-engineers/6772000861.html,"
        
Tectonic is currently seeking qualified Mechanical Engineers with building construction experience to work on projects throughout the NYC metro area.

ESSENTIAL FUNCTIONS

•	Read and interpret blueprints, technical drawings, schematics, or computer-generated reports;
•	Construction inspection of building mechanical systems, including HVAC, boilers, chillers, cooling towers, pumping system, and other related systems;
•	Ensure that work is completed in accordance with plans and specifications, and identify and resolve any related issues;
•	Write regular construction project reports and keep all related documentation on file;
•	All other duties as assigned.

QUALIFICATIONS

•	BS Degree in Mechanical Engineering; ICC Mechanical Inspector Certification preferred; PE license a plus;
•	A minimum of 2 years of related mechanical engineering experience; Experience supervising building construction required;
•	Possess excellent oral and written communication skills and organizational skills;
•	Diversified knowledge of technology, materials, equipment, design concepts and construction techniques;
•	Ability to solve complex issues with limited direction;
•	Ability to travel between project sites throughout the NYC area. 

COMPETITIVE SALARY & BENEFITS PACKAGE

 In addition to providing competitive salaries, Tectonic offers a wide range of benefit options, including:

•	Comprehensive group medical insurance, including health, dental, vision and life
•	Opportunities for professional growth and advancement
•	Tuition reimbursement
•	Paid time off, including vacation, personal, and sick
•	Company-observed paid holidays
•	Short and long-term disability coverage
•	Flexible spending accounts for qualifying medical expenses and dependent care
•	Commuter benefit plan for qualifying public transportation costs
•	401K retirement and profit sharing plan.

We are an equal opportunity/affirmative action employer, and highly encourage resumes from all interested parties including women, minorities, veterans and persons with disabilities. All qualified applicants will be afforded equal employment opportunities without discrimination on the basis of race, creed, color, national origin, sex, age, disability, marital status, or any other protected class.

Tectonic participates in the USCIS E-Verify Program to verify that all new hires are authorized to work in the United States.

To review and apply, please visit: 

    ",Astoria,DOE
Architect 3-10 Years' Experience,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-architect-3-10-years/6772542574.html,"
        
Terrence O'Neal Architect LLC and TONA | ACB Architects seek project manager-level individual for design and construction documents for varied projects for local universities, airport work, and K-12 schools. The ideal candidate will have the following qualifications:

1. Accredited Degree in Architecture: B.Arch or M.Arch from a NAAB-accredited school.
2. 3-10 years' NYC experience minimum
3. Ability to handle all phases from design through construction documents
4. Knowledge of Revit a plus (but not required)

Please send a cover letter specifying how your qualifications match the requirements of this position,
along with a resume and project samples. No calls please.    ",NEW YORK,Negotiable
Senior Site SuperIntendent  /  Construction Project Manager,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-senior-site/6772596632.html,"
        
NYC Senior Site Superintendent  200k DOE. 



Our client a prominent NYC Construction firm is looking for a person who wants to apply their passion and dedication in a collaborative and progressive work environment. Senior Site Superintendents supervise all on-site construction, including scheduling subcontractors, resolving day-to-day problems on the job site, and inspecting all work during construction to ensure compliance with plans and specifications.   
What you'll de doing: • Schedule subcontractors, consultants, and vendors in critical path to ensure timely completion • Implement and monitor job site safety practices/protection  • Perform quality control duties and responsibilities regarding the work is being performed  • Communicate with project team regarding RFI's and material submittals  • Ensure that subcontractor is fully executing and complying with his contracted scope of work  • Coordinate required inspections with local jurisdictions  • Order and monitor material with Purchasing assistant • Request and monitor building department inspections  • Identify conflicts in construction progress and communicate them to project team for resolution  • Maintain current construction plans and daily field reports/logs  • Review all shop drawing to ensure that they accurately reflect as-built conditions  • Perform job progress and completion punch list identification and completion • Evaluate, train and directly supervise Joy Construction employees 
In addition, this candidate must keep up on budget, request information from Project Manager as needed, document all time and material work, schedule and supervise pre-punch list sub meeting, and must coordinate and assist Project Manager's with final certificate of occupancy inspections and obtaining actual certificate occupancy. 
Requirements: • Minimum of 7 years' as a senior superintendent, experience in scheduling, ordering, field supervision and production of all phases of residential construction  • Preferably proficiency in Pro-core but not required to • Ability to communicate clearly and concisely; both verbally and in writing • Excellent leadership skills • Understanding of all facets of the construction process   • Experience running large multi- unit residential projects in NYC   • NYC DOB Super License required 

Please send your resume to rkatulak@beechwoodsearch.com

-------------------------------------------------------------------------------------------------------------------------------------------
MEP  Construction Project Managers to 150K  DOE


Our client ( a prominent NYC construction firm is seeking a MEP project manager who is fully responsible to successfully manage, execute, complete and handover multiple MEP projects. The term MEP includes HVAC, Plumbing, Drainage and Fire Fighting & Electrical systems. The key responsibilities include commitment to ensure timely completion of project within approved budgets on cost, schedule and oversee performance to ensure on time, quality and on budget project execution.  
What you'll de doing: • Scope MEP trades during pre-construction • Work with design team to bring construction drawings from inception to construction documents  • Review contract documents, making suggestions/ modifications as they relate to the MEP trades • Manage and lead MEP subcontractors throughout duration of the project (from groundbreaking through commissioning and turnover to owner)  • Assist scheduling department with developing detailed CPM schedules for all MEP installation activities, including cost and resource loading • Work with superintendent on project logistics  • Monitor the installation and start-up of MEP systems and commissioning of project with engineer& owner  • Communicate progress and prepare appropriate reports as needed  • Lead and direct the MEP coordination process to resolve all conflicts prior to start of installations  • Take overall responsibility for the performance of all MEP trades • Supervise review and coordination of submittals and shop drawings  
 
Requirements: • Minimum of 15-20 years of experience in Construction/ MEP Coordination • Good understanding of all mechanical, electrical, plumbing and low- voltage systems • General understanding of Building Codes, Mechanical Codes, Electrical codes and Plumbing codes as they relate to construction of project • Excellent leadership skills • Understanding of all facets of the construction process   • Experienced dealing with MEP subcontracts and subcontractors • Have proven track record as a Project Manager on projects with large MEP scopes


Please send your resume to   rkatulak@beechwoodsearch.com


    ",Midtown,Site Superintendent to 200k. DOE...     Construction Project Manager to 150K
Estimator / Assistant Project Manager,full-time,https://newyork.craigslist.org/que/egr/d/estimator-assistant-project-manager/6772648819.html,"
        
Job Description:

We are looking for a Project Manager/Estimator available to directly work for Construction General Contractor's Office in Corona NY.   We specialize in Commercial and Residential Renovations. 

The Position: Daily Job Duties include: 

Construction Contract Administration & negotiations with valued subcontractors for buyout.  
Preparing and ensuring Construction Schedule is met from Permit through signed Punch list.
Close and Warranty work when applicable.  
Direct support and involvement in the Estimating / Quantity Take-off and the Request For Proposal Process including obtaining and Qualifying rec'd proposals is also part of the job.

This Project Manager position will require Daily Job Awareness, juggling multiple priorities, organized interaction with the Field representatives and Professional updates with our  Special and often Demanding Customers in a very fast paced environment. 


Personal Characteristics:
Develops, maintains and fosters a positive ""can-do"" attitude concerning the job and our company with both customers and fellow employees
Initiates and promotes teamwork concepts.
Develops, improves and maintains communication skills with others.
Develops and understands systems of priorities and time management. 
Utilizes time appropriately.
Develops and initiates improvements to company business methods and practices.
Ability to stay calm during busy hard working stressful periods
For consideration, please send resume of Project Management Experience specifically regarding detailed Commercial Construction, Scheduling and Estimating abilities to us for review and consideration.


*We are an Equal Opportunity Employer

Job Requirements
Skills & Abilities:
Knowledge of Project Management, estimating and Construction Management software (Timberline, On-Screen Take-Off)
Detailed Take-off organization, accuracy and consistency
Knowledge of Labor output and Labor rates and how they vary by job and location.
Knowledge of material costs and variations caused by time constraints
Understand specific and industry-related construction specifications
Ability to cost and price non-standard construction details
Develop and understand job specific comprehensive Scopes of Work to Schedule accordingly
Ability to foster and promote customer relationships.
Strong Letter Writing skill set
Innovative Problem Solving
Excellent Follow Up Skills
 
Qualifications:
Bachelor's Degree (or equivalent) for Construction Science or related field of study
Working knowledge of Microsoft Office products; specifically Outlook, Word and Excel
Proficiency with reading construction plans, specifications and vendor product data information
Familiarity with construction project delivery methods and practices
    ",,Based on experience
CAD Drafter (Engineering),contract,https://newyork.craigslist.org/jsy/egr/d/morristown-cad-drafter-engineering/6772787012.html,"
        
Contract to Hire, insurance available during the contract period.

Pay: $22 - $23/hr. based on experience

The position has the full intention of converting to full-time status with the company, and health insurance is available during the contract period. The company is employee-owned, and has the nation's #1 ranked employee stock ownership program.

Requirements:

•	Professional CAD experience using AutoCAD and/or MicroStation 
•	Associate's or Bachelor's degree in CAD related field preferred, or CAD certificate
•	6 months - 3 years of professional CAD experience
•	Strong written and verbal communication skills required

Summary:

This is an exciting opportunity to join the fastest growing division of a reputable Engineering company that is seeking an up and coming CAD professional to join their organization. Someone in this role will be a part of the Electrical Transmission & Distribution group, supporting nationwide substation and transmission line design projects.

Summary:

•	This position is responsible for revising existing drawings and preparing drawings of basic components from explicit verbal or written instructions or detailed sketches
•	This position successfully plots drawings
•	Learn and follow company and client drafting standards and procedures
•	Learns the practices of disciplines within Transmission and Distribution department
    ","Morristown, NJ",$22 - $23/hr.
Junior Architect,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-junior-architect/6772693141.html,"
        
Gandhi Engineering is seeking to hire a Junior Architect with 2-3 years of field and office experience in school, housing, and other building facade and exterior renovation projects. 

Work includes field investigation, production of design and construction documents in AutoCAD.  Report writing skills, and ability to communicate effectively a must.  Knowledge of MicroStation is a plus.  Competitive salaries and  benefits including medical/dental coverage and 401K Plan.    ",Financial District,Commensurate with experience
Facade / Building Envelope Architect,full-time,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-architect/6772858421.html,"
        
 New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking an  
architect with 2 to 5 years of restoration experience.  

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs. 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques.  

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready.  

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch).  

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company.  

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards.  

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday. 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away. 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please).  

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted.   

For additional information, visit our website at 
    ",TriBeCa,Commensurate with experience
